company,job_title,country,city,district,job_type
Elabd Foods,AX Technical Consultant,Egypt,Giza,Abu Rawash,Full Time
AL MASHARIQ,Senior ERP Engineer,Egypt,Cairo,New Cairo,Full Time
Elite Education Group,IT Help Desk Specialist,Egypt,Cairo,New Cairo,Full Time
Fawry for Banking Technology and Electronic Payments S.A.E,Banking Business Operations Engineer,Egypt,Giza,Smart Village,Full Time
3D Diagnostix,First Level Technical Support Engineer,Egypt,Cairo,Maadi,Full Time
3D Diagnostix,First Level Technical Support Engineer,Egypt,Cairo,Maadi,Work From Home
3D Diagnostix,Second Level Technical Support Engineer,Egypt,Cairo,Maadi,Full Time
3D Diagnostix,Second Level Technical Support Engineer,Egypt,Cairo,Maadi,Work From Home
Confidential,Tech Lead,Egypt,Cairo,Maadi,Full Time
Thaka International,Front End Developer,Egypt,Cairo,Badr City,Full Time
Seoudi Supermarket,Web Development .NET Tech Lead,Egypt,Giza,Sheikh Zayed,Full Time
Arabia for Information Technology,UI/UX Designer,Egypt,Cairo,,Full Time
Talaat Moustafa Group,System Administrator,Egypt,Giza,Dokki,Full Time
Bluebell Pharmaceuticals,Senior Odoo developer,Egypt,Cairo,,Full Time
Confidential,Senior Full Stack React/NodeJS/SQL Developer,Egypt,Cairo,,Full Time
Confidential,Senior Full Stack React/NodeJS/SQL Developer,Egypt,Cairo,,Freelance / Project
Confidential,Senior Full Stack React/NodeJS/SQL Developer,Egypt,Cairo,,Work From Home
A1Softech,Senior Full Stack Developer (.net core -angular),Egypt,Cairo,Maadi,Full Time
Grifols Egypt for Plasma Derivatives,IT Systems Engineer,Egypt,Cairo,,Full Time
Confidential,Software Developer - Front-End,Egypt,Cairo,Sheraton,Full Time
3D Diagnostix,Senior Linux System Admin (+3 years experience),Egypt,Cairo,Maadi,Full Time
StudentGator,Junior Angular Front-end Developer,Egypt,Giza,Dokki,Full Time
Confidential,Software Sales Engineer,Egypt,Cairo,,Full Time
Coral Technology,Senior Business Analyst,Egypt,Cairo,,Full Time
Coral Technology,Senior Business Analyst,Egypt,Cairo,,Work From Home
GPS,BI Developer,Egypt,Cairo,Heliopolis,Full Time
A1Softech,Quality Assurance,Egypt,Cairo,Maadi,Full Time
LABS,IT Help Desk,Egypt,Cairo,Nasr City,Full Time
Sutherland,IT Help Desk Specialist,Egypt,Alexandria,,Full Time
Coral Technology,Senior Information Security Engineer,Egypt,Cairo,,Full Time
Coral Technology,Senior Information Security Engineer,Egypt,Cairo,,Work From Home
Rashideen Egypt for Trade,SAP Basis Specialist,Egypt,Cairo,Katameya,Full Time
Dynamicslink,Junior Sales Account Manager,Egypt,Cairo,Nasr City,Full Time
Interact Technology Solutions,Pre Sales Engineer,Egypt,Cairo,Maadi,Full Time
Edentech,Senior PHP/Laravel Developer,Egypt,Cairo,Heliopolis,Full Time
Lumin,Business Analyst Lead,Egypt,Giza,Sheikh Zayed,Full Time
INTERNET SOLUTIONS,Web Designer & Front End Developer - WordPress,Egypt,Giza,Sheikh Zayed,Full Time
INTERNET SOLUTIONS,Search Engine Optimization Specialist,Egypt,Giza,Sheikh Zayed,Full Time
INTERNET SOLUTIONS,Search Engine Optimization Specialist,Egypt,Giza,Sheikh Zayed,Work From Home
TechJump,Senior React Native Developer,Egypt,Alexandria,,Full Time
TechJump,Senior React Native Developer,Egypt,Alexandria,,Part Time
TechJump,Senior React Native Developer,Egypt,Alexandria,,Freelance / Project
Confidential,Tech Lead | .net & Angular,Egypt,Cairo,Nasr City,Full Time
FlairsTech,Senior IT Specialist,Egypt,Cairo,Maadi,Full Time
Confidential,Software Engineering Manager,Egypt,Cairo,Heliopolis,Full Time
VFS Global Egypt,IT Deputy Manager - Minya & Sohag,Egypt,Minya,Ard Sultan,Full Time
National Technology,Senior Odoo Implementer,Egypt,Cairo,Nasr City,Full Time
Confidential,Project Manager,Egypt,Cairo,Sheraton,Full Time
Selah ElTelmeez For Publishing & printing,IT System Administrator,Egypt,Cairo,Obour City,Full Time
Webhelp,IT Help Desk Specialist,Egypt,Cairo,New Cairo,Full Time
Dexef,Software Business Analyst,Egypt,Monufya,Quweisna,Full Time
Selftreat,Software Sales Representative,Egypt,Cairo,,Freelance / Project
Human Quality,Lead Product Manager,Egypt,Cairo,Downtown,Full Time
Human Quality,Lead Product Manager,Egypt,Cairo,Downtown,Work From Home
Itechs,Cyber Security Engineer,Egypt,Cairo,Heliopolis,Full Time
Human Quality,Senior Software Quality Engineer,Egypt,Cairo,Downtown,Full Time
Human Quality,Senior Software Quality Engineer,Egypt,Cairo,Downtown,Work From Home
Human Quality,UX Lead,Egypt,Cairo,Downtown,Full Time
Human Quality,UX Lead,Egypt,Cairo,Downtown,Work From Home
Aman Holding,Network & Security Engineer,Egypt,Cairo,Nasr City,Full Time
VFS Global Egypt,IT Executive,Egypt,Giza,Dokki,Full Time
VFS Global Egypt,IT Deputy Manager - Alexandria,Egypt,Alexandria,Smouha,Full Time
National Technology,Odoo Developer,Egypt,Cairo,Nasr City,Full Time
Staron Egypt,Software Developer ( Full-Stack Programming ),Egypt,Cairo,,Full Time
Egabi FSI,Business Analyst,Egypt,Cairo,Sheraton,Full Time
Amasi,Business Analyst,Egypt,Cairo,,Full Time
Amasi,Business Analyst,Egypt,Cairo,,Work From Home
IT Cores,Infrastructure Sales Account Manager,Egypt,Cairo,Heliopolis,Full Time
ZE LOGIC,Senior Front End Developer,Egypt,Giza,Dokki,Full Time
Confidential,Senior Full Stack Developer,Egypt,Cairo,,Full Time
Confidential,Senior Full Stack Developer,Egypt,Cairo,,Work From Home
Yespays,Experienced Front end Developer (React Js & React native),Egypt,Cairo,New Cairo,Full Time
Perfect Presentation,Frontend Developer,Egypt,Giza,6th of October,Full Time
Brilliant Engineering,Business Development Engineer,Egypt,Giza,,Full Time
Centione,senior outsystems developer,Egypt,Cairo,Nasr City,Full Time
FlairsTech,Xamarin Developer,Egypt,Cairo,Maadi,Full Time
National Technology,Odoo Implementer,Egypt,Cairo,Nasr City,Full Time
Amasi,Senior UI/UX Designer,Egypt,Cairo,,Full Time
UMX Studio,Data Engineer,Egypt,Giza,Dokki,Full Time
ESLSCA University,"Specialist , IT Support",Egypt,Cairo,,Full Time
International Advanced,Senior Ruby on Rails,Egypt,Cairo,Nasr City,Full Time
Dolf,Quality control,Egypt,Cairo,Heliopolis,Full Time
Bevatel,Senior Ruby Developer,Egypt,Giza,Dokki,Full Time
Bevatel,Sales Specialist (Digital Marketing and Software Solutions),Egypt,Giza,Dokki,Full Time
Safa Soft,System Administrator/DevOps Engineer,Egypt,Cairo,Maadi,Full Time
Ebla,Java Developer - Back End,Egypt,Cairo,Nasr City,Full Time
Ebla,Java Developer - Back End,Egypt,Cairo,Nasr City,Work From Home
webSTDY,Technical Lead Full Stack,Egypt,Giza,Mohandessin,Full Time
webSTDY,Software Tester,Egypt,Giza,Mohandessin,Full Time
webSTDY,Senior PHP / Laravel Developer,Egypt,Giza,Mohandessin,Full Time
ZINAD IT,Project Manager,Egypt,Giza,6th of October,Full Time
Confidential,Application Developer (Unity 3D programmer),Egypt,Cairo,Nasr City,Full Time
Ditech Egypt,Senior Full Stack Developer 23012,Egypt,Cairo,,Full Time
Ditech Egypt,Application Support Engineer23013,Egypt,Cairo,Nasr City,Full Time
Seoudi Supermarket,Senior Back-end Developer (Magento),Egypt,Giza,Sheikh Zayed,Full Time
Lumin,Solution Architect - Part Time,Egypt,Giza,Sheikh Zayed,Part Time
egabi solutions,Sr .Net Developer,Egypt,Cairo,,Full Time
egabi solutions,QA Engineer,Egypt,Cairo,,Full Time
RDI,Unity Developer -Part Time,Egypt,Giza,Dokki,Full Time
RDI,Unity Developer -Part Time,Egypt,Giza,Dokki,Part Time
RDI,Unity Developer -Part Time,Egypt,Giza,Dokki,Freelance / Project
RDI,Senior Python / Django Developer -Part Time,Egypt,Giza,Dokki,Part Time
Ejada,Oracle Fusion Technical Consultant,Egypt,Cairo,,Full Time
Confidential,Senior .NET Developer with Mashup Development Expertise,Saudi Arabia,Riyadh,,Full Time
Confidential,Senior Qlik Sense Developer with NPrinting & Alerting Expertise,Saudi Arabia,Riyadh,,Full Time
Al Soug-Cashi,IT Specialist,Egypt,Giza,Dokki,Full Time
Rowaad,Android Developer,Egypt,Cairo,Nasr City,Full Time
ZINAD IT,Pre Sales Engineer,Egypt,Giza,6th of October,Full Time
Advansys for Trading & Contracting,IT Specialist,Egypt,Cairo,,Full Time
URANIUM,Senior Frontend Developer,Egypt,Cairo,Maadi,Full Time
Dreem Mashreq Foods,Microsoft SharePoint and Power Platform Development Lead (One Year Contract),Egypt,Alexandria,Smouha,Freelance / Project
Be Group,Digital Sales Executive,Egypt,Cairo,Nasr City,Full Time
ITS,Service Desk Engineer,Egypt,Cairo,Nasr City,Full Time
ITS,Quality Assurance Specialist,Egypt,Cairo,Nasr City,Full Time
FlexFilms Egypt,IT Help Desk Coordinator,Egypt,Giza,6th of October,Full Time
Arabic Localizer,Software Analyst/Tester (Fresh) - Alexandria,Egypt,Alexandria,San Stefano,Full Time
